Dewar	Tower	Box	Cell	Field Number	Genus	Species	Country	Island	Province	Municipality	Barangay	Local Area Name	Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12															
	AC	435	I9	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
																																							
	AD	436	A1	DSM 1616a	tad		Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	A2	DSM 1616b	tad		Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	A3	DSM 1616c	tad		Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	A4	DSM 1617	Limnonectes	macrocephalus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	A5	DSM 1618	Limnonectes	macrocephalus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	A6	DSM 1619 	Limnonectes	macrocephalus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	A7	DSM 1620	Limnonectes	macrocephalus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	A8	DSM 1621	Limnonectes	macrocephalus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	A9	DSM 1623	Poypedates 	leucomystax	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	B1	DSM 1624	Poypedates 	leucomystax	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	B2	DSM 1625	Poypedates 	leucomystax	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	B3	DSM 1626	Poypedates 	leucomystax	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	B4	DSM 1627	Poypedates 	leucomystax	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	B5	DSM 1628	Platymantis	mimulus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	B6	DSM 1629	Platymantis	mimulus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	B7	DSM 1630	Platymantis	mimulus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	B8	DSM 1631	Platymantis	mimulus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	B9	DSM 1632	Platymantis	mimulus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	C1	DSM 1633	Platymantis	mimulus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	C2	DSM 1634	Platymantis	mimulus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	C3	DSM 1635	Gekko	gecko	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	C4	DSM 1636	Gekko	gecko	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	C5	DSM 1637	Gekko	gecko	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	C6	DSM 1638	Gekko	gecko	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	C7	DSM 1639	Occidozyga	laevis	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	C8	DSM 1640	Platymantis	mimulus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	C9	DSM 1641	Platymantis	mimulus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	D1	DSM 1642	Limnonectes	macrocephalus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	D2	DSM 1643	Draco	spilopterus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	D3	DSM 1644	Gekko	gecko	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	D4	DSM 1645	Coelognatus	erythrura	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	D5	DSM 1646	Hemidactylus	frentus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	D6	DSM 1647	Hemidactylus	platyurus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	D7	DSM 1648	Hemidactylus	frentus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	D8	DSM 1649	Lepidodactylus		Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	D9	DSM 1650	Platymantis	mimulus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	E1	DSM 1651	Platymantis	mimulus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	E2	DSM 1652	Platymantis	mimulus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	E3	DSM 1662	Limnonectes	macrocephalus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	E4	DSM 1663	Limnonectes	macrocephalus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	E5	DSM 1664	Limnonectes	macrocephalus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	E6	DSM 1666	Poypedates 	leucomystax	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	E7	DSM 1667	Platymantis	mimulus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	E8	DSM 1668	Platymantis	mimulus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	E9	DSM 1669	Platymantis	mimulus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	F1	DSM 1670	Limnonectes	macrocephalus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	F2	DSM 1671	Poypedates 	leucomystax	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	F3	DSM 1672	Poypedates 	leucomystax	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	F4	DSM 1673	Hemidactylus	frentus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	F5	DSM 1674	Bronchocela	marmorata	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	F6	DSM 1675	Bronchocela	marmorata	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	F7	DSM 1676	Couora	amboinensis	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	F8	DSM 1677	Calamaraia	gervaisi	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	F9	DSM 1678	Calamaraia	gervaisi	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	G1	DSM 1679	Eutropis	sp	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	G2	DSM 1680	Eutropis	sp	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; AWAT Office; Angat Waterched																												
	AD	436	G3	DSM 1681	Eutropis	sp	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; Bit-bit River; Angat Waterched																												
	AD	436	G4	DSM 1698	Pelodiscus	sinensis	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; Bit-bit River; Angat Waterched																												
	AD	436	G5	DSM 1699	Hylarana	erythraea	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; Bit-bit River; Angat Waterched																												
	AD	436	G6	DSM 1700	Hoplobatrachus	rugulosus	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; Bit-bit River; Angat Waterched																												
	AD	436	G7	DSM 1701	Hylarana	erythraea	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; Bit-bit River; Angat Waterched																												
	AD	436	G8	DSM 1702	Hylarana	erythraea	Philippines	Luzon	Bulacan	Doña Remedios Trinidad (DRT)	Barangay Norzagaray; Bit-bit River; Angat Waterched																												
